timestamp,ticker,strike_price,result,final_yes_price,final_no_price
2026-03-06T07:46:27.603085+00:00,KXXRP15M-26MAR060245-45,1.4074,no,100,100
2026-03-06T08:09:19.702660+00:00,KXXRP15M-26MAR060300-00,1.4072,yes,100,100
2026-03-06T08:16:50.263725+00:00,KXXRP15M-26MAR060315-15,1.4079,no,100,100
2026-03-06T08:31:39.506511+00:00,KXXRP15M-26MAR060330-30,1.4074,no,100,100
2026-03-06T08:46:57.950856+00:00,KXXRP15M-26MAR060345-45,1.4038,no,100,100
2026-03-06T09:01:46.559600+00:00,KXXRP15M-26MAR060400-00,1.4037,yes,100,100
2026-03-06T09:17:02.183061+00:00,KXXRP15M-26MAR060415-15,1.4047,no,100,100
2026-03-06T09:31:34.416299+00:00,KXXRP15M-26MAR060430-30,1.4009,no,100,100
2026-03-06T09:46:36.644185+00:00,KXXRP15M-26MAR060445-45,1.3966,no,100,100
2026-03-06T10:01:45.623089+00:00,KXXRP15M-26MAR060500-00,1.3948,yes,100,100
2026-03-06T10:16:44.568486+00:00,KXXRP15M-26MAR060515-15,1.398,yes,100,100
2026-03-06T10:31:28.237362+00:00,KXXRP15M-26MAR060530-30,1.4032,yes,100,100
2026-03-06T10:46:43.326079+00:00,KXXRP15M-26MAR060545-45,1.4058,no,100,100
2026-03-06T11:01:47.544093+00:00,KXXRP15M-26MAR060600-00,1.405,no,100,100
2026-03-06T11:16:39.595711+00:00,KXXRP15M-26MAR060615-15,1.4033,yes,100,100
2026-03-06T11:31:43.104468+00:00,KXXRP15M-26MAR060630-30,1.4034,no,100,100
2026-03-06T11:46:32.114181+00:00,KXXRP15M-26MAR060645-45,1.4017,no,100,100
2026-03-06T12:01:47.597401+00:00,KXXRP15M-26MAR060700-00,1.3974,no,100,100
2026-03-06T12:16:33.289864+00:00,KXXRP15M-26MAR060715-15,1.3956,no,100,100
2026-03-06T12:31:29.769856+00:00,KXXRP15M-26MAR060730-30,1.3897,yes,100,100
2026-03-06T12:46:44.573819+00:00,KXXRP15M-26MAR060745-45,1.3941,no,1,100
2026-03-06T13:01:50.205082+00:00,KXXRP15M-26MAR060800-00,1.387,yes,100,100
2026-03-06T13:16:18.888181+00:00,KXXRP15M-26MAR060815-15,1.3898,yes,6,98
2026-03-06T13:31:19.651851+00:00,KXXRP15M-26MAR060830-30,1.3898,yes,100,1
2026-03-06T13:46:51.479708+00:00,KXXRP15M-26MAR060845-45,1.393,no,1,100
2026-03-06T14:07:06.010265+00:00,KXXRP15M-26MAR060900-00,1.3893,no,100,100
2026-03-06T14:16:42.287977+00:00,KXXRP15M-26MAR060915-15,0,no,100,100
2026-03-06T14:31:38.330179+00:00,KXXRP15M-26MAR060930-30,1.3648,yes,100,100
2026-03-06T14:46:23.939387+00:00,KXXRP15M-26MAR060945-45,1.3679,no,100,100
2026-03-06T15:01:45.896250+00:00,KXXRP15M-26MAR061000-00,1.3599,no,100,100
2026-03-06T15:16:43.920782+00:00,KXXRP15M-26MAR061015-15,1.3541,yes,100,100
2026-03-06T15:31:30.893753+00:00,KXXRP15M-26MAR061030-30,1.3581,yes,100,1
2026-03-06T15:46:36.615219+00:00,KXXRP15M-26MAR061045-45,1.3624,no,1,100
2026-03-06T16:06:40.477839+00:00,KXXRP15M-26MAR061100-00,1.3606,no,100,100
2026-03-06T16:16:58.725997+00:00,KXXRP15M-26MAR061115-15,0,yes,100,100
2026-03-06T16:31:26.873879+00:00,KXXRP15M-26MAR061130-30,1.3572,yes,100,1
2026-03-06T16:46:49.990043+00:00,KXXRP15M-26MAR061145-45,1.3588,yes,100,1
2026-03-06T17:01:47.886724+00:00,KXXRP15M-26MAR061200-00,1.3612,no,1,100
2026-03-06T17:16:35.402293+00:00,KXXRP15M-26MAR061215-15,1.3573,no,100,100
2026-03-06T17:31:24.657933+00:00,KXXRP15M-26MAR061230-30,1.3566,no,100,100
2026-03-06T17:52:20.586794+00:00,KXXRP15M-26MAR061245-45,1.3543,no,100,100
2026-03-06T18:01:39.530193+00:00,KXXRP15M-26MAR061300-00,0,yes,100,100
2026-03-06T18:16:40.734348+00:00,KXXRP15M-26MAR061315-15,1.3503,yes,100,100
2026-03-06T18:31:24.024672+00:00,KXXRP15M-26MAR061330-30,1.3562,no,100,100
2026-03-06T18:46:25.319338+00:00,KXXRP15M-26MAR061345-45,1.3561,yes,100,1
2026-03-06T19:01:37.696260+00:00,KXXRP15M-26MAR061400-00,1.3617,no,100,100
2026-03-06T19:16:39.441902+00:00,KXXRP15M-26MAR061415-15,1.3587,yes,100,100
2026-03-06T19:31:57.603425+00:00,KXXRP15M-26MAR061430-30,1.3643,no,100,100
2026-03-06T19:46:33.833559+00:00,KXXRP15M-26MAR061445-45,1.3618,yes,100,100
2026-03-06T20:02:01.502782+00:00,KXXRP15M-26MAR061500-00,1.3629,yes,100,1
2026-03-06T20:16:31.939590+00:00,KXXRP15M-26MAR061515-15,1.3639,no,100,100
2026-03-06T20:31:33.203935+00:00,KXXRP15M-26MAR061530-30,1.3602,no,100,100
