timestamp,ticker,strike_price,crypto_price,mins_left,yes_ask,no_ask,yes_bid,no_bid,yes_depth_1,yes_depth_3,yes_depth_all,no_depth_1,no_depth_3,no_depth_all,yes_levels,no_levels,spread
2026-03-05T22:46:38.254941+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.36,66,36,64,34,68398,85062,194567,2457,2573,120810,48,31,2
2026-03-05T22:46:39.232808+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.35,66,36,64,34,68398,85062,194567,2457,2573,120810,48,31,2
2026-03-05T22:46:42.498916+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.29,66,36,64,34,68400,85064,194556,2458,2574,120438,47,32,2
2026-03-05T22:46:43.462117+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.28,66,36,64,34,68400,85064,194633,2458,2574,120439,47,32,2
2026-03-05T22:46:48.508704+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.19,65,38,62,35,68400,85064,193507,2458,2574,119292,48,34,3
2026-03-05T22:46:50.555925+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.16,65,38,62,35,68400,85064,194691,2458,2574,120388,53,34,3
2026-03-05T22:46:51.483387+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.14,65,38,62,35,68400,85064,194692,2458,2574,120389,52,34,3
2026-03-05T22:46:51.550396+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.14,65,38,62,35,68400,85064,194692,2458,2574,120389,52,34,3
2026-03-05T22:46:52.498691+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.13,65,38,62,35,0,0,0,0,0,0,0,0,3
2026-03-05T22:46:52.603680+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.12,65,38,62,35,68400,85064,194693,2458,2574,120389,53,34,3
2026-03-05T22:46:53.487127+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.11,65,38,62,35,0,0,0,0,0,0,0,0,3
2026-03-05T22:46:53.640297+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.11,65,38,62,35,68400,85064,194695,2458,2574,120464,54,34,3
2026-03-05T22:46:54.642055+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.09,65,36,64,35,68400,85064,194696,2458,2574,120492,57,34,1
2026-03-05T22:46:55.600315+00:00,KXETH15M-26MAR051800-00,2082.5,2083.87,13.07,65,36,64,35,68400,85064,194698,2458,2574,120507,58,34,1
